script_id,imdb_character_name,words,gender,age,total_dialogue,imdb_id,title,year,gross (inflation-adjusted),link,proportion_of_dialogue
652,fedorchuk,175,m,44.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.028058361391694726
652,mayor,144,m,,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.023088023088023088
652,o'neal,148,m,,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.023729357062690398
652,quint,130,m,,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.02084335417668751
652,william harcour,517,m,50.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.08289241622574955
652,winter,243,m,41.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.03896103896103896
653,'smokin' joe fr,150,m,33.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.01666481502055327
653,angelo dundee,318,m,55.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.035329407843572934
653,bradley,128,m,51.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.014220642150872126
653,chauncey eskrid,247,m,54.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.027441395400511055
653,don king,398,m,44.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.044217309187868016
653,drew 'bundini' ,708,m,34.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.07865792689701144
653,elijah muhammad,206,m,64.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.022886345961559827
653,george foreman,162,m,,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.017998000222197535
653,howard bingham,188,m,36.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.020886568159093434
653,howard cosell,575,m,63.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.06388179091212087
653,jabir herbert m,232,m,47.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.025774913898455726
653,joe smiley,128,m,44.0,9001,tt0248667,Ali,2001,89.0,film_20100519/all_imsdb_05_19_10/Ali.html,0.014220642150872126
